book_id,author_id,number,recall_date
73,39,4,2040-10-04
88,92,3,2004-11-12
79,39,3,2072-08-17
11,48,4,2075-07-22
63,77,8,2042-03-07
19,69,3,2017-05-16
27,22,3,2083-05-01
28,53,9,2078-05-15
13,66,3,2036-10-20
73,55,3,2008-11-05
17,33,3,2022-03-03
48,99,7,2041-08-18
69,22,6,2082-02-22
2,10,6,2037-04-27
31,62,4,2071-07-19
51,24,6,2017-04-07
42,51,6,2076-04-05
41,33,1,2056-11-16
49,7,8,2031-04-04
62,73,6,2074-11-03
39,3,5,2009-11-27
14,38,10,2029-03-22
90,76,9,2002-07-05
14,75,4,2036-03-28
76,2,2,2042-08-01
69,50,3,2012-05-12
65,0,12,2072-10-03
37,15,6,2011-04-30
52,60,6,2041-01-09
13,96,7,2014-05-19
8,86,5,2074-01-30
80,81,8,2083-11-04
51,19,4,2007-06-09
24,73,12,2067-01-18
11,8,10,2039-01-28
64,92,5,2091-02-17
64,98,1,2094-12-06
65,15,5,2098-10-30
31,28,5,2066-11-17
28,78,2,2070-05-31
70,20,7,2052-05-17
2,52,4,2017-07-27
75,7,7,2084-12-23
62,22,4,2031-03-17
49,29,2,2018-12-08
67,60,6,2066-11-13
54,93,4,2037-09-08
8,93,6,2067-05-26
65,25,7,2023-08-18
57,63,4,2037-02-06
20,78,6,2031-02-21
75,66,6,2098-12-13
76,50,5,2034-06-16
40,52,7,2062-02-24
57,82,6,2035-08-16
15,63,3,2025-12-09
90,30,6,2075-01-20
59,95,7,2020-10-15
82,55,3,2028-04-23
17,58,8,2094-09-12
91,94,2,2081-11-22
71,28,7,2076-07-07
59,68,7,2051-06-11
82,70,4,2004-01-05
8,32,3,2002-01-10
7,66,5,2037-11-17
19,10,5,2021-04-24
61,11,5,2063-06-02
55,7,5,2074-12-05
59,11,8,2048-05-02
55,18,4,2014-06-14
19,84,3,2091-07-06
20,95,9,2087-08-05
86,28,3,2065-12-20
64,80,4,2032-10-25
91,2,8,2034-03-09
61,48,4,2051-10-21
5,16,4,2045-11-30
36,62,6,2012-10-15
40,83,5,2040-10-04
51,62,2,2067-02-23
94,35,4,2013-04-14
19,27,6,2008-07-23
17,37,4,2005-09-09
9,74,5,2072-10-23
11,55,9,2021-09-26
7,98,10,2040-11-27
42,77,2,2047-06-05
82,79,6,2080-12-26
0,37,8,2083-04-06
16,37,1,2029-02-05
48,23,5,2035-01-05
13,39,6,2099-05-08
57,4,4,2059-11-05
12,44,3,2072-11-16
32,81,3,2015-07-16
34,78,3,2022-01-27
39,63,5,2067-04-26
94,45,2,2099-09-28
81,95,4,2081-08-03
50,94,2,2008-05-09
96,53,5,2039-11-12
53,31,4,2067-11-26
78,60,4,2009-11-11
83,99,6,2006-09-14
73,21,7,2076-10-23
44,90,3,2054-04-26
85,48,5,2084-12-08
93,39,4,2032-10-03
6,95,8,2012-05-11
93,93,6,2011-02-03
71,4,2,2082-12-13
76,24,8,2096-02-20
29,46,8,2033-11-13
86,46,5,2079-08-02
85,48,6,2037-11-24
99,92,8,2025-01-15
68,24,4,2050-10-21
39,38,7,2005-06-18
48,43,2,2065-08-26
91,32,5,2068-07-23
14,8,3,2079-03-15
54,49,3,2061-05-20
97,78,6,2034-06-06
49,32,3,2032-10-01
36,68,5,2082-03-01
74,48,2,2098-12-12
57,83,7,2040-03-08
97,12,4,2006-03-06
57,41,6,2047-07-11
43,19,3,2084-09-24
61,97,5,2048-12-08
12,44,8,2059-05-10
91,68,4,2045-09-23
3,33,1,2028-01-15
98,62,4,2097-01-14
49,73,5,2069-06-02
85,51,3,2036-06-19
7,71,5,2034-11-13
82,86,3,2011-01-18
33,28,2,2070-11-18
50,51,4,2047-11-12
90,74,0,2049-01-24
69,84,7,2078-10-30
96,17,6,2070-09-07
54,17,7,2018-07-06
9,52,5,2047-12-14
77,12,3,2090-08-26
26,14,7,2087-05-24
88,80,5,2049-08-27
7,61,0,2021-09-08
32,90,2,2089-10-15
66,77,4,2061-12-04
68,60,4,2013-05-11
49,40,4,2052-06-29
25,88,6,2055-08-04
73,49,4,2016-07-16
46,3,4,2098-11-05
2,83,7,2060-07-01
78,8,5,2035-09-12
99,53,3,2012-11-02
19,47,1,2032-03-15
76,90,4,2016-05-01
35,78,7,2007-11-09
9,89,5,2070-09-25
56,45,1,2035-09-30
14,59,4,2055-10-27
74,72,2,2055-09-15
44,70,5,2046-04-01
58,50,5,2009-04-26
63,97,2,2033-02-06
40,82,6,2003-03-16
94,75,3,2050-01-30
91,48,4,2054-11-26
55,96,4,2089-10-02
3,29,5,2090-06-27
23,22,4,2089-11-14
99,16,2,2044-12-28
69,57,3,2064-10-16
7,79,2,2002-09-01
9,7,3,2000-06-07
99,50,5,2053-12-12
72,62,4,2042-12-18
46,54,3,2060-12-07
97,74,7,2064-11-06
1,59,4,2085-05-26
91,30,4,2017-04-28
74,64,7,2016-04-01
96,29,7,2049-12-13
60,99,4,2011-05-11
17,12,4,2028-04-18
3,9,4,2089-04-12
87,3,5,1999-07-31
98,41,4,2084-01-03
21,79,8,2015-05-29
23,22,5,2014-11-27
53,55,6,2058-03-06
56,26,6,2029-03-26
99,0,3,2092-06-28
70,10,5,2072-10-05
43,49,6,2030-11-18
89,92,6,2020-07-06
86,31,9,2008-02-08
22,27,4,2039-06-20
61,42,7,2081-06-21
26,18,10,2031-06-21
64,34,7,2013-04-25
75,84,4,2079-11-28
94,49,4,2037-01-20
98,61,3,2058-02-03
83,59,7,2061-03-16
53,28,3,2058-05-23
8,40,4,2063-06-24
72,19,5,2050-10-14
73,13,3,2096-03-06
48,75,7,2063-09-14
84,42,6,2041-04-21
77,99,6,2099-09-15
59,51,3,2080-06-16
23,51,6,2070-10-29
3,5,7,2026-04-14
51,34,2,2043-07-10
75,49,5,2048-03-11
34,44,4,2078-12-16
99,36,9,2090-11-18
25,39,1,2023-12-22
13,10,8,2047-05-06
73,55,4,2099-01-31
17,7,3,2090-04-04
48,33,6,2073-01-05
35,50,5,2036-09-17
59,35,8,2009-06-28
92,19,10,2046-11-22
9,53,6,2069-07-24
28,91,6,2006-12-12
67,66,4,2018-06-06
56,3,4,2042-07-27
39,22,10,2020-11-09
54,93,6,2092-03-29
46,94,5,2067-02-04
3,46,5,2078-06-30
33,67,6,2062-01-04
94,94,2,2002-12-18
14,28,4,2038-02-13
12,54,8,2052-08-23
96,16,5,2028-08-12
0,59,5,2031-12-20
1,18,9,2047-12-11
56,40,6,2055-02-11
37,20,4,2012-01-05
0,55,6,2003-01-19
4,87,8,2068-11-24
67,57,6,2031-10-31
96,2,6,2039-02-11
94,5,5,2010-06-03
39,50,4,2075-04-12
74,38,2,2037-11-23
76,64,6,2043-11-15
39,49,3,2082-07-31
90,36,4,2010-06-30
70,82,7,2058-01-27
68,27,2,2002-11-03
1,28,5,2073-08-03
4,53,5,2098-08-09
3,22,3,2062-08-12
74,4,4,2006-07-09
93,17,10,2084-08-16
31,34,3,2075-02-05
13,42,5,2087-06-19
48,73,9,2048-05-05
86,67,5,2070-03-13
45,95,5,2014-10-16
94,72,6,2050-05-12
71,50,6,2003-02-08
11,69,5,2007-05-15
61,11,2,2082-12-26
30,3,11,2040-12-30
58,37,3,2007-09-13
81,70,4,2053-08-19
38,65,2,2054-01-20
96,60,3,2061-06-20
90,98,5,2021-10-22
82,75,6,2016-12-30
77,74,5,2056-07-31
16,12,4,2076-12-17
76,82,6,2032-04-09
13,91,5,2073-04-22
79,81,6,2027-06-20
11,32,10,2034-08-13
41,24,7,2097-05-28
87,4,0,2080-09-19
50,40,6,2032-07-15
88,4,4,2022-04-04
32,22,4,2011-09-27
45,24,8,2016-02-27
36,81,5,2007-03-26
92,96,6,2002-04-25
92,4,6,2095-11-19
29,52,4,2091-08-27
9,7,4,2084-06-16
61,15,7,2076-11-15
33,71,4,2000-09-20
74,79,10,2037-01-23
76,8,6,2073-04-05
97,33,5,2053-11-16
41,83,7,2060-08-07
92,40,7,2054-09-21
85,10,4,2043-04-02
20,95,3,2063-10-11
53,84,8,2022-03-09
57,55,9,2086-03-27
96,57,4,2008-01-08
93,70,6,2043-10-12
14,49,4,2053-05-08
78,18,4,2021-06-19
76,67,6,2058-04-24
49,63,5,2053-07-22
53,29,5,2056-09-03
81,43,8,2070-10-16
94,14,5,2072-11-02
71,80,5,2002-08-27
0,87,2,2034-01-11
30,63,5,2035-01-28
89,88,5,2090-03-06
69,23,5,2098-04-19
96,31,5,2054-08-10
64,7,10,2027-03-07
68,27,6,2045-06-28
45,26,3,2002-06-02
7,70,5,2080-11-09
4,92,8,2079-11-20
77,9,5,2055-02-25
59,75,8,2065-06-01
70,38,4,2032-06-07
23,33,10,2057-04-06
55,26,5,2028-10-17
39,80,4,2050-04-23
8,33,2,2079-01-20
86,84,7,2052-10-08
93,72,0,2077-01-21
20,68,6,2060-10-24
63,91,2,2067-10-21
76,16,5,2067-10-22
87,9,3,2018-08-18
14,44,5,2045-01-06
73,85,2,2078-09-26
68,38,6,2013-12-15
19,43,5,2027-06-15
29,44,6,2074-02-07
30,27,7,2000-09-02
8,61,9,2015-05-31
30,36,11,2066-08-19
58,97,5,2063-06-02
77,63,4,2092-11-03
72,86,6,2083-02-12
73,96,5,2091-01-29
23,5,5,2084-04-10
18,37,4,2060-11-12
71,40,8,2014-12-10
20,42,4,2074-08-16
58,90,4,2034-08-31
10,39,7,2072-04-05
94,71,9,2007-10-22
0,72,8,2054-09-04
78,87,8,2068-06-23
21,12,7,2049-12-28
65,31,10,2040-01-04
29,88,2,2039-04-23
32,33,2,2074-12-31
98,43,6,2051-03-24
24,29,5,2034-01-03
97,38,5,2056-07-23
54,57,7,2081-04-16
55,81,5,2004-01-13
30,63,5,2030-06-02
69,39,4,2048-09-18
89,5,6,2075-04-15
74,80,8,2028-01-15
89,71,4,2072-06-14
30,92,4,2020-07-17
87,53,4,2044-09-01
71,41,7,2064-02-14
59,77,4,2008-10-30
52,47,4,2010-05-14
18,44,5,2048-03-10
50,55,6,2013-07-22
83,55,2,2090-01-04
82,65,8,2059-10-09
35,95,6,2060-04-07
36,62,6,2055-01-12
24,39,4,2072-09-29
45,33,6,2011-09-26
12,85,5,2053-04-02
81,12,6,2003-07-21
15,4,6,2039-11-13
68,47,4,2052-07-10
41,56,3,2047-08-13
56,1,6,2098-12-13
81,90,2,2064-05-31
22,85,5,2044-01-06
13,41,7,2059-05-22
3,20,4,2076-05-20
25,71,3,2003-01-17
58,34,2,2083-05-31
37,24,4,2016-12-16
3,47,3,2032-08-26
5,12,3,2037-04-16
9,39,0,2094-09-16
80,67,3,2008-10-09
50,34,4,2061-01-16
54,76,3,2029-07-26
46,59,3,2062-03-03
56,17,4,1999-11-25
22,30,2,2052-12-04
95,63,2,2011-08-18
73,28,6,2026-04-24
71,1,6,2039-09-28
41,19,6,2033-01-03
71,40,5,2050-07-11
99,60,5,2046-08-14
49,5,2,2036-10-17
9,32,4,2076-08-21
82,81,3,2058-11-15
53,65,5,2032-08-06
3,32,4,2068-11-24
65,72,3,2080-10-19
56,53,3,2017-11-30
74,26,4,2074-04-06
87,69,3,2080-12-05
57,66,3,2046-08-04
32,97,3,2033-03-11
28,87,3,2074-05-01
35,93,8,2077-11-20
0,32,7,2041-08-23
89,55,7,2048-03-02
70,85,1,2012-09-06
5,65,3,2019-07-26
59,54,1,2007-11-13
53,47,2,2088-05-26
25,36,5,2027-05-27
35,79,8,2055-08-27
29,10,4,2080-08-28
66,46,11,2017-06-26
59,94,6,2074-11-15
9,32,7,2022-01-16
46,49,6,2034-03-22
71,16,4,2048-01-09
98,64,4,2090-03-03
24,14,9,2006-02-15
84,33,9,2046-09-26
30,51,7,2099-11-16
41,65,2,2026-11-10
24,46,8,2001-01-30
87,6,6,2065-01-12
95,66,6,2071-01-30
92,90,4,2070-07-10
1,49,3,2058-08-28
3,92,3,2031-06-10
23,67,3,2009-07-24
71,21,3,2037-03-11
13,13,4,2048-06-09
34,13,7,2070-03-06
15,0,3,2007-06-09
98,98,1,2039-01-11
90,51,3,2044-11-07
25,64,7,2050-03-03
17,27,8,2016-09-29
36,10,1,2030-03-08
67,27,4,2051-05-22
77,21,4,2020-04-29
27,54,3,2016-05-09
7,80,4,2036-09-30
26,11,3,2011-01-23
60,4,5,2066-04-19
30,39,8,2011-09-04
46,84,3,2014-03-09
93,81,5,2026-04-27
71,8,2,2017-11-06
23,25,5,2093-05-22
11,13,8,2090-07-25
73,62,4,2015-11-03
75,81,10,2051-06-17
31,90,2,2056-02-15
78,89,7,2061-10-22
66,78,6,2046-04-25
18,49,8,2074-03-29
70,84,6,2076-10-28
88,44,7,2072-12-16
95,24,6,2050-12-01
49,15,9,2081-07-23
34,93,5,2034-09-24
78,26,3,2010-06-07
14,26,2,2019-01-14
60,27,1,2019-11-04
97,39,3,2028-07-11
59,44,5,2088-12-23
6,66,3,2075-08-10
26,5,5,2026-05-05
44,90,5,2062-05-04
17,36,5,2043-03-03
30,32,7,2037-06-23
11,35,5,2043-02-15
66,80,8,2042-06-22
38,65,9,2080-01-05
20,50,7,2042-10-30
29,82,1,2046-04-17
95,64,3,2082-04-25
66,57,4,2004-04-22
58,61,7,2013-02-19
89,67,4,2084-06-17
30,4,4,2044-07-08
33,50,4,2089-09-13
97,31,7,2059-07-29
14,31,3,2096-02-01
44,0,5,2001-09-05
48,75,3,2016-08-17
48,24,1,2046-04-01
89,20,8,2072-07-22
96,63,8,2020-02-10
20,9,7,2098-07-01
28,92,4,2011-10-04
7,73,5,2080-09-21
31,44,6,2064-03-30
94,0,2,2053-10-19
30,73,4,2010-05-20
32,26,5,2017-06-18
17,80,6,2097-09-18
44,14,2,2020-09-24
86,40,6,2098-03-29
74,32,3,2043-02-15
82,86,3,2048-09-16
54,40,5,2047-05-23
4,16,7,2031-09-08
35,86,5,2057-05-29
21,50,5,2063-02-24
69,53,4,2011-01-05
73,21,6,2032-12-15
48,46,13,2047-06-26
0,7,5,2061-01-18
6,5,7,2011-08-25
92,24,5,2007-11-26
39,89,5,2085-03-12
67,70,6,2069-10-01
45,62,6,2095-09-23
56,96,7,2048-11-05
53,60,9,2069-04-12
97,40,6,2053-12-05
69,46,8,2003-08-10
62,46,7,2070-10-20
36,77,8,2096-09-28
93,69,3,2057-10-24
21,52,7,2021-06-16
47,47,1,2079-07-10
57,31,1,2012-07-31
38,6,5,2088-03-21
95,95,6,2027-11-19
3,99,7,2090-06-20
46,21,7,2033-11-13
64,81,6,2008-03-14
92,39,8,2075-11-05
94,74,4,2078-11-06
42,64,6,2098-03-31
27,48,6,2008-07-02
11,19,8,2060-06-17
48,72,6,2007-06-12
97,44,5,2099-11-25
86,88,8,2023-07-13
13,61,4,2025-03-11
90,37,5,2072-10-25
14,85,7,2081-05-02
4,45,5,2083-11-19
76,34,9,2002-07-23
28,33,5,2064-06-20
5,31,4,2077-12-12
91,54,5,2074-04-21
63,84,7,2074-11-12
67,35,3,2025-11-23
40,20,3,2082-10-27
82,17,4,2077-09-19
28,37,4,2098-06-20
1,80,6,2049-08-13
91,17,3,2083-08-11
58,21,2,2099-05-03
18,23,4,2084-07-12
68,4,8,2032-11-14
95,58,7,2002-02-25
69,53,4,2094-06-24
15,77,5,2024-07-24
40,22,2,2017-11-26
61,36,4,2021-08-20
32,10,2,2075-08-08
7,58,2,2013-12-27
61,64,3,2097-09-17
20,16,5,2008-08-19
35,13,5,2098-12-17
62,22,5,2041-01-18
50,35,6,2089-04-12
26,32,5,2041-01-11
16,79,3,2053-01-13
15,68,2,2030-03-31
91,34,8,2007-09-14
71,94,6,2036-09-20
90,12,4,2089-05-17
47,11,6,2045-08-27
63,59,7,2000-10-28
55,95,5,2048-03-17
64,51,2,2044-04-05
58,73,6,2016-07-24
34,65,7,2056-03-08
8,89,5,2074-04-14
89,84,6,2048-06-01
5,99,4,2030-03-09
99,27,4,2094-01-14
73,82,2,2095-07-04
8,64,2,2008-05-15
88,83,9,2055-03-11
39,11,3,2076-07-22
38,81,2,2033-09-30
86,82,4,2066-11-20
80,87,4,2068-01-20
66,13,4,2069-01-13
58,62,5,2041-11-26
9,33,5,2014-11-06
95,6,7,2057-05-09
87,4,4,2082-10-22
21,48,6,2099-03-01
88,24,5,2068-11-22
63,3,2,2032-12-07
61,32,6,2065-09-28
10,21,5,2088-07-26
28,2,5,2007-01-14
12,35,4,2034-09-07
89,67,5,2010-10-28
80,89,6,2026-05-02
78,9,4,2012-10-28
9,99,5,2004-09-22
70,30,4,2041-10-14
32,36,4,2074-09-05
61,60,13,2077-09-07
15,42,4,2057-03-23
78,12,8,2000-01-01
49,20,5,2036-05-31
32,15,9,2085-12-15
66,4,5,2007-08-30
70,68,5,2008-05-05
57,76,14,2031-03-09
80,94,5,2070-06-24
45,96,5,2072-07-15
2,19,10,2069-09-05
8,78,4,2053-07-05
8,63,5,2020-12-22
56,99,5,2009-11-08
64,8,9,2042-05-28
78,12,0,2038-07-25
10,28,5,2040-09-06
41,98,9,2072-02-18
30,15,3,2000-11-09
72,6,6,2071-12-20
62,31,6,2028-03-19
49,26,4,2022-10-19
56,26,5,2082-07-12
14,27,9,2088-09-28
16,19,3,2006-02-22
66,2,7,2011-10-06
45,84,1,2093-12-26
62,1,5,2009-02-10
6,32,4,2025-04-01
17,62,3,2056-03-22
75,4,5,2036-08-13
96,66,6,2034-07-26
17,16,4,2032-10-07
16,39,8,2046-06-25
87,69,4,2018-12-06
81,81,5,2004-06-03
89,74,5,2029-10-03
14,93,11,2067-07-13
15,43,2,2079-05-01
40,96,2,2021-12-22
84,59,8,2089-06-22
52,85,7,2033-04-06
37,22,5,2058-03-16
75,4,4,2022-10-27
48,73,11,2080-07-10
93,63,9,2030-09-14
29,80,2,2092-04-22
89,11,0,2051-03-27
49,84,9,2045-09-25
25,6,1,2077-06-18
80,32,6,2036-03-13
72,78,4,2036-01-13
47,92,7,2095-06-08
9,80,3,2012-04-07
17,94,7,2083-09-25
64,2,6,2010-10-19
76,97,8,2056-08-13
41,69,3,2030-01-20
63,37,6,2018-03-23
99,30,6,2079-11-16
80,93,4,2052-06-06
78,44,4,2057-11-08
80,88,3,2073-11-14
53,48,2,2073-09-01
26,49,4,2079-06-26
43,88,9,2097-12-09
72,80,6,2074-05-30
76,49,4,2037-07-28
71,29,6,2086-02-13
85,61,8,2076-04-17
63,83,3,2022-05-03
10,62,2,2016-01-22
32,28,4,2033-05-05
7,11,7,2065-07-27
40,52,3,2069-06-14
94,0,7,2054-03-08
55,59,5,2041-02-09
71,53,2,2088-03-09
28,97,3,2072-07-23
77,15,6,2048-04-18
19,41,2,2020-07-01
64,5,5,2027-03-22
40,62,3,2031-06-18
44,32,4,2033-03-07
29,26,6,2054-01-20
93,1,4,2059-05-19
3,10,2,2039-05-06
38,21,6,2010-03-24
80,53,5,2066-10-06
59,25,2,2085-10-02
53,73,4,2076-12-27
69,81,5,2006-06-17
84,16,3,2072-03-13
34,31,7,2076-04-18
15,81,4,2080-06-02
61,92,8,2087-02-03
3,7,3,2041-09-08
87,82,7,2036-06-21
61,76,4,2068-12-02
87,90,3,2063-11-29
23,52,6,2014-04-30
56,92,8,2099-01-23
61,17,2,2011-03-12
0,77,4,2013-10-16
67,64,5,2087-07-05
93,69,7,2060-03-01
38,62,4,2014-02-15
62,64,6,2010-08-27
0,67,5,2094-11-14
8,38,4,2057-11-22
10,9,5,2006-12-22
67,35,3,2004-07-11
83,55,4,2031-08-03
73,92,4,2085-10-28
81,24,2,2035-07-15
86,63,6,2044-05-26
58,60,5,2007-05-02
83,80,7,2070-01-06
51,96,4,2014-03-03
73,72,3,2095-08-31
52,33,6,2053-04-15
2,39,5,2094-09-24
22,88,5,2030-12-10
88,83,7,2023-10-21
71,36,8,2093-02-20
75,26,7,2080-01-12
5,68,8,2089-05-25
24,72,2,2001-12-12
36,52,6,2021-11-18
58,78,0,2072-08-17
27,8,8,2045-06-05
82,77,6,2099-12-14
47,43,4,2095-01-21
61,10,7,2091-03-03
0,91,4,2073-12-05
71,53,4,2066-09-09
95,90,4,2051-11-03
95,26,6,2021-11-20
61,20,13,2030-08-31
71,23,7,2046-04-05
74,73,4,2064-06-24
10,40,4,2060-12-21
46,11,9,2002-10-14
5,95,5,2083-04-13
83,0,5,2010-10-02
84,82,5,2027-03-24
8,84,7,2036-09-16
37,29,4,2059-03-18
90,34,3,2016-08-05
41,65,5,2062-05-11
47,7,6,2002-01-05
93,51,5,2002-01-27
67,16,1,2056-02-18
59,31,4,2023-04-13
20,79,6,2066-02-14
6,5,6,2073-03-04
94,17,10,2067-02-08
7,51,2,2075-03-19
85,66,3,2064-04-21
39,55,3,2035-05-31
15,49,10,2011-04-18
40,13,2,2043-02-07
96,77,3,2063-02-08
73,79,3,2094-03-21
26,45,3,2096-06-25
57,87,5,2072-12-23
14,6,3,2080-10-07
91,40,3,2059-03-18
76,49,3,2064-03-10
24,87,4,2062-07-30
21,76,3,2048-06-24
51,94,7,2029-10-04
79,36,3,2096-07-22
56,69,4,2021-04-18
55,79,6,2023-03-17
69,92,6,2043-04-21
38,65,5,2003-10-06
90,21,8,2077-04-14
39,75,2,2089-12-09
36,44,1,2014-07-16
81,63,3,2047-09-30
18,22,1,2097-06-13
49,9,1,2045-03-04
61,98,3,2072-11-30
4,74,3,2023-10-05
10,4,3,2064-01-16
3,86,4,2047-07-24
67,57,8,2097-04-20
10,37,6,2053-08-22
39,40,5,2062-02-04
35,18,5,2048-12-19
86,6,0,2011-10-07
40,90,0,2084-10-22
12,6,2,2057-08-13
65,14,7,2038-05-13
80,5,4,2037-03-22
20,6,9,2035-01-27
89,61,7,2007-02-27
17,60,5,2018-05-28
1,0,0,2069-06-17
30,92,11,2059-09-05
35,20,5,2025-03-10
10,43,4,2020-06-06
23,68,7,2011-01-20
80,31,4,2035-09-07
31,59,9,2057-01-07
24,34,5,2085-10-27
44,90,3,2067-03-27
32,23,2,2021-07-05
94,87,6,2009-03-03
7,89,2,2086-10-06
7,58,3,2022-07-12
9,74,8,2044-11-08
52,65,6,2058-10-20
35,43,7,2090-06-23
47,5,5,2061-09-22
59,59,6,2008-07-17
8,96,5,2074-07-25
33,22,4,2086-04-30
50,96,2,2010-12-23
22,88,2,2061-02-12
95,90,7,2054-07-18
65,83,6,2052-12-11
32,88,7,2065-10-05
22,17,3,2058-08-03
65,32,9,2092-04-30
89,72,7,2087-09-05
97,47,5,2063-08-30
42,7,5,2073-09-27
12,59,7,2053-05-13
17,13,3,2036-07-03
55,28,5,2088-11-02
2,22,5,2051-10-09
71,65,6,2041-08-26
77,97,7,2060-08-19
49,8,7,2014-05-14
62,58,4,2055-12-10
93,83,4,2088-01-09
81,81,6,2099-07-28
12,96,9,2065-05-21
84,89,4,2088-05-29
16,3,7,2040-08-20
12,55,5,2030-10-17
76,53,9,2078-08-20
6,6,5,2011-12-18
4,91,1,2063-02-08
96,52,4,2014-09-06
71,69,9,2073-08-14
86,98,7,2097-10-02
18,41,5,2067-08-12
5,85,4,2014-10-16
14,91,8,2042-07-26
59,46,3,2073-06-24
60,85,5,2045-11-25
27,31,5,2097-07-06
11,1,6,2084-07-29
72,44,7,2077-04-01
0,99,6,2095-09-24
87,16,2,2061-08-19
8,15,10,2036-02-29
93,86,4,2008-03-27
48,54,3,2026-04-16
41,61,3,2016-01-29
90,50,4,2024-10-11
74,3,4,2037-04-12
82,20,10,2000-10-08
44,56,7,2024-07-15
19,15,3,2034-10-16
40,86,4,2099-12-05
30,72,2,2094-04-20
65,30,3,2007-09-17
93,2,7,2097-09-21
1,57,9,2082-12-19
69,74,4,2096-11-11
77,57,6,2061-07-20
58,43,8,2030-12-13
28,17,3,2086-09-23
16,12,8,2053-03-25
14,94,4,2023-01-12
30,81,3,2009-07-30
99,76,6,2076-03-04
19,43,5,2080-06-17
85,45,1,2024-01-14
93,68,8,2088-02-19
80,93,7,2037-06-16
88,21,4,2084-10-15
31,98,5,2046-07-24
59,46,6,2093-02-20
71,87,5,2065-09-03
97,63,9,2022-03-15
96,60,8,2097-02-26
1,47,7,2031-10-20
84,0,6,2059-11-12
89,98,4,2058-05-27
57,96,7,2099-05-21
53,57,9,2070-04-19
90,1,3,2068-08-31
84,92,2,2015-11-17
15,31,5,2016-02-28
39,90,5,2029-02-27
47,55,4,2094-07-30
72,26,10,2001-07-11
17,56,8,2012-01-25
1,49,3,2022-06-30
14,62,3,2035-06-05
11,4,8,2000-09-24
62,80,3,2025-04-02
58,79,4,2067-11-29
19,25,2,2051-07-05
51,90,3,2057-10-29
35,66,6,2082-11-11
29,49,7,2014-09-04
78,76,6,2019-07-21
87,35,7,2052-12-20
81,11,3,2018-07-21
97,37,6,2068-08-08
77,59,6,2031-09-14
0,92,1,2081-05-28
78,20,7,2044-11-11
48,93,2,2051-02-28
32,96,5,2020-09-21
16,12,7,2099-02-14
75,14,5,2034-12-30
88,89,2,2096-12-18
36,39,7,2091-01-04
49,61,5,2034-11-11
76,75,13,2098-02-22
13,40,9,2058-01-27
94,20,13,2046-02-25
4,1,3,2070-10-31
87,9,7,2040-08-30
20,51,11,2080-01-31
33,17,7,2051-09-28
36,89,4,2054-04-29
59,81,3,2059-11-27
49,28,5,2005-06-01
33,20,6,2033-08-30
64,97,8,2075-12-17
75,20,3,2012-08-04
52,91,7,2083-06-01
36,23,4,2033-01-13
52,52,6,2064-06-22
87,36,4,2061-11-21
33,73,4,2094-11-18
66,87,5,2058-04-20
47,80,7,2090-02-28
66,54,11,2098-07-14
8,48,2,2089-12-07
18,66,3,2043-12-09
32,22,10,2088-09-16
59,35,10,2018-01-26
7,73,8,2018-12-25
31,49,1,2058-08-13
10,50,3,2022-12-10
14,5,4,2037-09-14
69,38,5,2082-08-24
67,83,4,2013-12-18
51,32,2,2066-12-02
8,28,6,2038-07-28
33,70,3,2003-04-11
15,58,6,2098-06-15
45,79,7,2043-06-20
27,28,7,2023-09-04
16,62,5,2046-11-11
43,69,5,2019-04-17
66,46,3,2027-10-02
49,98,11,2057-04-30
87,15,6,2040-05-30
54,75,2,2085-02-11
66,49,6,2070-08-11
55,68,2,2028-03-24
0,83,4,2079-08-10
31,85,2,2019-03-25
24,66,4,2038-04-08
77,27,10,2063-03-30
55,53,4,2003-09-18
97,81,7,2041-05-10
63,33,8,2081-01-27
21,13,1,2029-03-05
22,36,4,2001-05-02
77,90,1,2049-12-19
53,62,8,2018-12-16
24,71,3,2006-11-12
70,91,3,2061-11-11
50,35,8,2088-02-20
70,92,2,2045-09-30
18,39,8,2001-10-21
50,80,2,2075-06-07
80,75,5,2049-09-04
33,57,1,2049-03-05
29,61,4,2014-02-15
75,69,8,2036-03-06
45,18,6,2024-11-02
5,38,7,2026-06-01
4,82,0,2043-10-31
11,28,5,2082-12-23
44,27,7,2072-04-07
96,97,3,2010-11-21
67,44,2,2044-12-22
53,0,7,2066-11-28
65,83,2,2096-06-14
25,9,3,2089-04-23
76,35,6,2095-11-13
24,38,2,2069-04-23
15,56,2,2044-04-15
74,12,9,2050-11-10
84,35,6,2053-03-08
73,33,4,2028-02-23
72,3,5,2013-11-15
77,17,6,2030-02-13
8,24,7,2028-12-27
82,10,7,2045-07-20
94,60,4,2073-02-09
70,96,5,2029-11-27
68,37,5,2020-09-08
95,96,3,2013-05-19
61,72,6,2023-06-22
85,60,2,2096-12-16
36,29,7,2011-06-09
26,14,4,2032-01-13
83,75,3,2088-10-31
17,77,1,2047-07-14
49,4,5,2068-04-30
1,71,5,2096-09-06
57,11,6,2066-03-16
15,39,6,2053-10-12
89,93,6,2064-07-17
33,50,4,2091-09-19
24,87,4,2095-03-02
22,18,3,2098-05-29
40,57,6,2047-12-13
88,57,4,2014-02-20
71,32,9,2011-03-28
56,41,4,2099-11-23
78,84,7,2024-01-07
6,25,10,2000-09-18
97,95,6,2032-05-05
